Age,Experience,Education,Family,Zip,Income,Mortgage,Credit,Loan,Securities,Deposit,Online,Card
35,9,1,2,92697,63,0,1.80,0,0,0,1,0
46,22,1,4,94701,70,212,1.90,0,0,0,0,1
63,37,2,3,93117,32,141,0.70,0,0,0,0,0
33,9,3,3,95133,14,114,0.90,0,0,0,0,0
38,14,1,2,92028,111,326,6.10,0,0,0,0,0
53,27,2,4,94105,38,144,2.80,0,1,0,1,0
28,2,1,2,92096,121,341,2.00,0,0,0,1,0
44,18,3,4,95616,90,0,2.60,0,0,0,1,0
58,31,2,2,92009,178,0,6.00,1,0,0,1,0
38,14,2,4,94024,20,79,0.40,0,0,0,1,1
48,24,1,2,91380,61,229,1.70,0,0,0,0,1
33,7,1,4,96064,43,0,0.80,0,0,0,0,0
66,42,2,1,94590,39,0,1.90,0,0,0,1,1
59,34,1,4,90048,60,234,2.10,0,0,0,1,1
40,15,1,3,93407,63,0,3.00,0,1,0,1,0
36,11,3,4,93401,8,81,0.20,0,0,0,0,1
62,38,2,4,95616,52,0,1.30,0,0,0,1,1
51,27,1,4,92121,92,0,3.00,1,0,1,1,1
58,32,1,2,90212,111,298,1.40,0,0,0,1,0
52,26,3,1,92037,71,0,1.40,0,0,0,0,0
41,16,2,2,92182,25,91,0.10,0,1,0,0,0
31,5,3,1,94558,34,156,1.90,0,0,0,1,0
28,3,3,3,94720,74,0,2.60,0,0,0,0,0
57,31,1,2,95616,120,0,2.00,0,0,0,0,1
61,37,2,4,95125,50,0,1.30,0,0,0,0,1
60,36,1,2,92121,10,0,1.00,0,0,0,1,1
56,29,2,4,90095,45,113,2.50,0,0,0,1,0
49,23,1,4,94551,29,0,1.80,0,0,0,1,1
63,37,1,2,94025,145,0,6.90,0,0,0,1,0
49,23,1,2,95403,100,0,6.30,0,0,0,0,0
49,25,1,3,95678,24,0,0.40,0,0,0,1,0
32,8,1,1,95816,60,0,1.20,0,0,0,1,1
26,1,2,4,95616,50,0,0.60,0,0,0,0,0
27,1,2,3,95120,43,0,1.10,0,0,0,0,0
57,31,1,3,91335,79,0,4.40,0,0,0,0,1
29,5,2,3,95819,44,0,0.10,0,0,0,1,1
56,30,3,4,90024,31,0,1.50,0,0,0,1,0
59,35,1,2,94305,14,107,1.00,0,0,0,1,0
53,28,1,4,94608,19,106,0.80,0,0,0,0,1
54,29,2,1,93023,111,0,1.10,1,0,0,1,0
56,30,2,1,94402,90,0,1.90,0,0,0,1,0
50,25,3,2,90274,21,129,0.70,0,0,0,0,0
51,25,2,1,94949,104,0,4.20,1,0,0,1,0
53,27,2,1,94303,75,0,1.90,0,0,0,1,0
37,12,1,2,92037,175,297,7.80,0,0,0,1,1
32,7,1,1,95929,98,171,4.20,1,1,1,0,0
49,23,1,4,95521,41,153,0.10,0,0,0,1,0
34,8,2,2,90212,171,569,2.20,1,0,0,1,0
54,30,2,4,92630,79,0,1.60,0,0,0,1,0
64,39,2,4,94117,24,0,0.60,0,0,0,0,0
58,34,2,1,95039,90,0,3.60,1,0,0,0,0
25,-1,2,3,94720,39,0,2.40,0,0,0,1,0
50,25,1,2,91911,9,0,0.00,0,1,0,0,0
38,13,2,2,90245,15,90,0.10,0,0,0,1,0
48,24,1,1,91343,80,0,2.70,0,0,0,1,0
41,15,3,1,95060,63,79,0.70,0,0,0,0,1
32,8,3,1,93106,20,102,0.50,0,0,0,1,0
46,22,3,2,92120,43,0,2.10,0,1,1,1,1
39,15,3,1,95822,65,0,1.50,0,0,0,0,0
39,15,2,2,93907,91,151,1.70,0,0,0,0,0
63,39,1,1,93940,53,0,0.80,0,0,0,0,0
58,32,2,3,94143,110,0,1.70,0,0,0,0,0
28,4,1,3,92831,82,103,1.50,0,0,0,1,0
36,11,3,4,94553,23,0,0.20,0,0,0,1,0
43,19,1,2,95136,172,0,6.67,0,0,0,1,0
36,12,1,2,90212,88,0,2.70,0,0,0,1,0
44,18,3,2,93943,71,0,0.80,0,0,0,1,0
31,5,3,1,94720,180,144,2.90,1,1,0,0,0
45,21,3,2,92521,39,184,2.10,0,0,0,0,1
39,13,3,1,90401,94,0,1.50,0,0,0,0,1
43,16,2,3,94126,25,0,1.00,0,0,0,1,0
40,15,3,2,94708,10,102,0.00,0,0,0,1,0
30,5,1,1,94305,42,184,1.00,0,0,0,0,0
58,33,1,2,92333,142,0,3.90,0,0,0,0,1
46,21,1,2,92373,34,0,1.30,0,0,0,1,0
35,10,1,1,90024,139,0,4.60,0,0,0,0,0
30,4,1,2,95621,154,207,4.50,0,0,0,1,0
34,8,3,2,91768,40,89,2.00,0,0,0,0,0
62,32,3,1,93907,33,140,1.50,0,0,0,1,1
58,34,1,2,90095,80,0,1.60,0,0,0,1,1
45,18,2,3,92037,10,100,0.67,0,0,0,1,0
42,16,3,3,90401,41,0,0.50,0,0,0,1,0
60,36,1,4,93711,30,118,1.30,0,0,0,1,1
55,29,3,1,95521,78,190,0.80,0,0,0,1,0
45,21,1,1,90638,164,0,5.00,0,0,0,0,1
52,27,3,1,92780,23,0,0.40,0,0,0,0,0
31,7,1,1,92624,149,0,6.00,0,0,0,0,0
60,34,3,4,94132,25,0,0.70,0,0,0,1,0
33,9,3,1,95010,42,0,2.10,0,0,0,1,0
37,11,1,1,91302,71,185,2.50,0,0,0,1,1
59,34,2,3,94606,114,0,4.20,1,0,0,1,0
51,26,2,1,91320,70,0,2.80,0,0,0,1,1
47,23,1,4,92675,149,0,6.10,1,0,0,0,1
60,33,2,4,94998,55,0,2.50,0,0,0,1,0
61,36,1,1,93065,29,0,1.30,0,0,0,0,0
64,40,1,1,90840,123,0,3.80,0,0,0,1,1
46,20,3,1,95814,152,374,7.40,1,0,1,1,1
31,7,2,4,95131,8,0,0.70,0,0,0,0,0
57,32,1,4,94710,69,245,0.70,0,0,0,0,0
48,23,3,4,96003,161,310,7.90,1,0,0,0,0
48,23,2,1,94024,79,0,0.20,0,0,0,0,0
35,10,1,1,92780,105,0,4.60,0,0,0,0,0
33,8,1,3,95032,39,0,2.30,0,0,0,0,0
47,23,1,1,92653,163,0,5.00,0,0,0,0,0
46,20,1,1,94005,9,0,0.20,0,0,0,1,0
44,20,3,4,91006,71,0,2.00,0,0,0,0,1
42,18,3,3,92868,51,0,2.10,0,0,0,0,0
50,24,3,1,90277,32,167,1.40,0,0,0,0,0
52,26,1,4,93108,161,0,4.30,1,0,1,1,1
53,27,1,1,90049,60,0,0.20,0,0,0,1,0
37,10,2,4,92521,35,0,1.00,0,0,0,0,0
64,40,2,4,94305,41,0,1.20,0,0,0,1,0
46,22,1,2,92648,73,216,1.70,0,0,0,1,0
57,33,1,4,94305,49,214,1.50,0,1,1,1,1
61,35,1,2,94024,79,194,2.00,0,0,0,1,1
42,18,1,2,93407,120,0,7.50,0,1,0,0,0
40,16,1,2,94501,60,0,3.20,0,0,0,0,0
33,8,2,3,95051,78,0,0.60,0,0,0,1,0
50,26,2,4,95138,40,131,1.10,0,0,0,0,0
52,26,3,2,94501,110,204,5.40,1,1,1,1,0
35,11,3,4,92093,160,0,5.70,1,1,0,0,0
57,32,1,4,94542,68,191,0.70,0,0,0,1,1
56,31,3,2,92182,49,103,1.60,0,0,0,1,0
44,20,1,2,92037,65,0,2.50,0,0,0,1,0
23,-3,2,3,92704,55,145,2.40,0,0,0,1,0
33,8,1,3,92093,62,98,2.30,0,0,0,0,1
48,22,1,1,95616,152,0,0.00,0,0,0,0,0
45,18,2,3,95126,42,0,2.50,0,0,0,0,0
54,28,2,4,90245,39,0,0.70,0,0,0,1,0
42,17,1,3,94304,111,0,3.00,1,1,1,0,1
47,21,1,3,94109,82,0,2.10,0,0,0,0,0
61,36,2,4,93943,108,0,3.40,0,0,0,1,0
53,27,3,2,92038,59,0,0.80,0,0,0,1,0
56,30,1,3,93106,61,193,2.50,0,0,0,1,0
33,6,2,4,95819,78,0,2.00,0,1,0,1,0
44,18,3,2,93943,18,0,0.10,0,0,0,1,0
63,37,3,4,94611,113,0,1.70,0,0,0,1,1
47,20,2,1,92521,62,0,2.67,0,0,0,1,0
50,24,1,1,94720,81,248,4.90,0,0,0,1,0
49,25,1,3,95054,13,106,0.40,0,0,0,1,0
34,9,1,1,94303,75,194,2.80,0,0,0,0,0
40,14,3,2,95616,33,89,0.80,0,0,0,1,0
38,13,1,1,93943,179,0,4.10,0,0,0,1,0
51,26,2,3,94005,69,0,2.00,0,0,0,1,0
28,4,3,1,94025,45,0,1.00,0,0,0,1,0
52,26,2,3,95762,59,0,3.00,0,0,0,1,0
39,13,1,2,94309,81,0,2.80,0,0,0,1,0
29,5,1,1,90095,133,212,5.40,0,0,0,1,0
54,29,3,2,92096,81,0,0.00,0,0,0,1,0
63,38,2,4,92630,14,86,0.40,0,0,0,1,1
40,14,3,2,94061,28,0,0.80,0,0,0,0,0
36,12,1,2,95125,93,0,2.20,0,0,0,1,0
45,20,3,3,92007,191,123,2.60,1,0,0,0,0
61,37,1,1,91605,155,0,2.90,0,0,0,1,0
26,0,1,2,93105,155,0,7.20,0,0,0,0,0
33,8,1,4,92407,68,0,1.30,0,0,0,1,0
64,40,1,2,95060,52,226,1.10,0,0,0,0,0
43,17,3,1,94025,51,0,0.70,0,0,0,0,0
24,0,1,4,90089,44,180,1.60,0,0,0,1,0
30,5,1,2,94555,121,408,3.10,0,0,0,1,0
60,36,1,4,94965,49,204,2.20,0,1,0,1,0
50,26,3,2,91784,42,78,1.00,0,1,0,1,0
40,15,1,1,91040,144,0,4.10,0,0,0,0,0
31,6,2,1,94583,72,0,2.60,0,0,0,1,0
30,4,1,1,94304,44,109,1.50,0,0,0,0,0
60,35,3,3,91763,43,175,0.90,0,0,0,0,0
39,14,2,1,93063,74,144,0.10,0,1,0,1,0
66,41,1,1,90009,145,0,2.50,0,0,0,1,0
65,41,1,2,92346,158,0,2.10,0,0,0,0,0
54,28,1,4,91311,78,0,4.90,0,0,0,0,0
54,29,2,1,95014,154,352,2.40,1,0,0,1,0
35,9,3,2,90064,105,0,4.50,0,0,0,0,0
32,7,2,3,92126,100,0,0.60,0,0,0,1,0
63,39,2,1,94112,58,0,0.00,0,0,0,1,0
60,35,1,1,94507,113,406,0.90,0,0,0,1,0
43,18,2,2,91902,10,0,0.10,0,1,0,0,1
59,33,1,2,94080,142,0,2.70,0,0,0,0,0
62,37,1,1,92093,128,0,2.50,0,0,0,0,0
30,5,3,3,92068,131,0,0.50,1,0,0,0,0
54,30,2,4,92647,88,122,1.00,0,0,0,1,0
30,6,1,2,90245,101,0,0.60,0,0,0,1,0
31,1,3,2,92115,70,0,1.75,0,0,1,1,1
44,20,1,1,91765,122,0,0.30,0,1,0,1,0
32,8,1,3,91423,70,0,1.50,0,0,0,1,0
63,38,3,2,93023,148,0,4.30,1,0,0,1,0
57,32,3,2,92704,43,166,2.10,0,0,0,1,0
60,30,3,1,95060,31,0,1.50,0,0,0,1,0
37,11,3,2,94609,35,0,0.80,0,0,0,0,0
53,27,3,4,90032,81,0,2.60,0,0,0,1,0
51,25,3,1,95812,19,98,1.40,0,0,0,0,0
30,5,3,4,92028,98,129,1.80,0,1,1,1,1
28,2,3,4,90280,101,0,2.10,0,0,0,1,0
50,24,3,2,95053,81,0,0.40,0,0,0,0,0
52,27,1,1,93561,135,452,0.60,0,0,0,1,0
56,30,2,2,94542,34,0,0.70,0,0,0,1,0
40,16,1,1,91730,104,249,3.40,0,0,0,0,0
64,38,2,3,90245,29,0,0.70,0,0,0,1,0
61,36,2,2,95064,119,0,5.40,1,0,0,1,0
46,20,2,2,90230,82,0,1.70,0,0,0,1,1
55,29,1,1,90089,62,0,0.20,0,0,0,1,0
45,19,1,3,94720,85,0,2.10,0,0,0,1,1
40,15,2,2,94960,8,0,0.10,0,0,0,0,0
63,37,3,4,91711,78,0,1.70,0,0,0,1,0
57,32,2,3,93407,44,0,0.50,0,0,0,1,0
38,14,1,2,95819,122,0,8.00,0,0,0,1,1
37,11,2,3,90035,22,114,0.10,0,0,0,0,0
31,5,2,4,94590,39,0,2.20,0,0,0,1,1
50,26,2,1,94305,55,0,1.60,0,0,0,1,0
42,18,1,2,94063,144,158,6.10,0,0,0,0,0
51,27,2,1,92521,71,0,2.60,0,0,0,0,1
38,13,1,2,91710,191,0,3.00,0,0,0,1,0
53,26,2,1,92831,22,100,0.50,0,0,0,1,0
43,17,1,1,90740,158,0,2.40,0,0,0,1,0
35,9,3,3,90089,131,0,0.30,1,0,1,1,1
49,24,2,1,95670,75,160,2.80,0,0,0,0,1
28,4,2,3,94305,69,170,0.70,0,0,0,0,0
51,27,1,2,94304,39,0,0.80,0,0,0,0,0
39,14,1,4,94939,34,0,1.70,0,0,0,1,1
31,7,1,1,91320,32,0,1.70,0,0,0,1,0
44,18,1,1,92028,129,0,5.70,0,0,0,1,0
46,20,1,3,92870,158,432,5.40,1,0,0,0,1
42,18,1,1,90089,54,0,1.80,0,0,0,1,0
41,17,2,1,92182,34,0,2.00,0,0,0,0,0
23,-2,2,4,95422,45,0,0.60,0,0,0,1,1
59,33,3,2,95064,68,0,2.30,0,1,0,0,0
47,21,2,1,95929,53,0,1.50,0,0,0,1,0
48,23,1,1,93302,32,0,0.10,0,0,0,0,1
58,33,3,2,92121,173,0,7.20,1,0,0,1,0
58,34,1,4,92126,31,0,0.40,0,0,0,0,0
54,29,1,2,94558,72,144,3.70,0,0,0,1,0
49,24,2,4,90212,30,157,0.40,0,0,1,1,1
63,38,1,1,92675,138,0,2.50,0,0,0,1,0
62,37,2,1,92028,18,127,1.50,0,0,0,0,0
45,19,1,1,90840,69,220,2.80,0,0,0,1,1
39,13,1,3,94555,58,247,2.10,0,0,0,1,0
58,34,1,4,90007,63,0,1.50,0,0,0,1,0
56,30,1,2,90401,43,0,0.30,0,1,0,0,0
29,5,3,1,96651,28,0,0.20,0,0,0,1,0
33,9,3,1,93106,38,133,2.10,0,0,0,0,0
55,29,2,3,93107,72,147,0.30,0,0,0,0,0
56,31,1,4,94126,64,0,0.90,0,0,0,1,0
36,12,2,3,92131,70,165,2.60,0,0,0,1,0
53,29,1,1,95621,12,0,0.30,0,0,0,0,0
57,31,1,2,94577,159,0,0.50,0,0,0,0,0
35,9,3,2,95120,103,0,4.50,0,0,0,1,0
43,18,3,1,91330,42,0,0.30,0,0,0,1,0
54,29,3,2,92182,48,142,2.10,0,0,0,1,0
29,3,1,1,90266,49,0,1.50,0,0,0,0,0
39,14,1,2,95762,89,0,0.40,0,0,0,1,0
32,8,2,4,94583,22,0,0.70,0,0,0,1,1
51,27,1,2,92121,10,86,0.20,0,0,0,0,0
50,25,2,1,95616,38,120,1.30,0,0,0,0,1
54,29,3,2,92703,49,95,2.10,0,0,0,1,1
38,12,3,2,91765,30,0,1.40,0,0,0,0,1
32,7,2,1,94305,82,240,2.60,0,0,1,1,1
62,37,3,1,94086,82,312,0.80,0,0,0,1,0
57,33,2,1,94501,24,0,0.10,0,0,0,0,0
47,23,1,4,92251,32,156,0.60,0,0,0,1,1
51,25,3,3,95819,34,111,0.90,0,0,0,1,0
54,27,2,2,93117,195,477,4.75,1,0,0,0,0
26,1,1,4,93943,61,119,2.20,0,0,0,0,0
37,11,2,3,93711,22,0,0.10,0,0,0,1,1
27,0,3,4,91301,40,0,1.00,0,0,0,1,0
63,38,1,2,93943,50,205,2.80,0,0,0,0,0
62,36,3,2,94501,35,0,0.70,0,1,0,0,1
59,33,2,3,95617,64,0,0.30,0,0,0,0,0
32,7,1,3,94080,49,0,2.30,0,0,0,1,0
35,8,2,4,95045,44,192,1.00,0,0,0,0,1
56,31,1,2,93403,65,0,3.70,0,0,0,1,0
55,31,1,4,93943,13,0,0.70,0,0,0,1,0
31,5,3,1,91320,84,105,2.90,0,0,0,0,1
54,29,2,4,92093,28,101,0.20,0,0,0,1,0
58,32,1,3,95123,108,0,4.40,0,0,0,1,0
48,24,1,1,90401,59,144,0.00,0,0,0,1,0
48,22,1,1,95819,163,396,2.40,0,0,0,1,0
33,9,3,2,91320,183,582,8.80,1,0,0,1,0
36,6,3,4,90024,69,0,4.00,0,0,0,1,0
41,16,1,1,92333,115,0,7.00,0,0,0,0,0
55,31,1,4,92646,130,0,6.50,1,0,0,0,1
63,37,2,2,94309,185,358,7.90,1,0,0,1,0
53,29,1,2,94066,118,0,0.30,0,0,0,1,0
38,13,1,1,95039,163,0,4.10,0,0,0,0,0
46,20,1,2,93106,140,380,6.30,0,0,0,1,1
59,33,2,2,94122,91,0,0.70,0,0,0,1,1
56,31,3,4,92646,61,0,1.30,0,0,0,1,1
59,35,2,4,95521,168,0,4.10,1,0,0,1,0
39,13,2,3,90630,69,0,0.90,0,0,0,0,0
47,21,1,1,92037,22,104,0.20,0,0,0,0,0
47,22,1,1,92691,53,213,0.30,0,0,0,0,0
53,26,2,2,92123,25,0,1.00,0,0,1,1,1
36,9,2,4,91765,115,0,2.20,1,0,0,0,0
34,9,3,4,92521,31,85,1.10,0,1,1,1,1
36,10,3,1,94705,83,0,2.80,0,0,0,0,1
60,34,1,2,92807,152,0,6.90,0,0,0,0,0
45,20,1,1,96003,30,0,0.10,0,0,0,1,0
27,3,3,1,90065,34,0,0.20,0,0,0,1,1
47,22,3,1,95821,44,0,1.40,0,0,0,1,1
44,20,1,2,94710,182,0,7.60,0,0,0,0,0
54,30,1,3,95616,44,117,1.50,0,0,0,1,0
57,33,1,2,94301,122,153,6.00,0,1,1,1,1
52,26,1,4,94550,35,0,1.80,0,0,0,1,0
51,25,3,1,92407,91,0,0.80,0,0,0,0,0
57,32,2,2,94024,30,0,2.00,0,0,0,0,0
65,39,3,1,94608,53,0,2.50,0,0,0,1,0
58,33,3,1,94720,28,0,0.30,0,0,0,1,0
64,39,2,4,94720,85,200,3.40,0,0,0,1,0
52,26,2,2,93907,28,90,0.70,0,0,0,1,1
58,34,1,4,91016,41,177,0.40,0,0,0,1,0
52,22,3,1,90650,154,0,5.00,1,1,1,1,0
43,18,3,1,92831,41,0,0.30,0,0,0,1,0
56,32,1,3,95014,33,0,1.50,0,0,0,0,0
37,12,3,3,94523,182,0,5.80,1,0,0,1,0
53,27,3,2,90740,59,0,0.80,0,0,0,1,0
27,2,1,2,90009,129,0,3.30,0,1,0,0,0
53,27,3,3,94583,35,136,0.90,0,0,0,1,0
42,16,2,3,94705,185,0,2.20,1,1,1,1,1
58,34,2,4,93943,45,201,1.30,0,0,0,0,0
36,12,2,4,94065,62,145,0.10,0,0,0,0,0
53,28,3,3,96008,183,467,8.20,1,0,1,1,1
48,22,3,2,94303,14,0,0.10,0,0,0,1,0
54,28,3,1,94002,53,0,2.20,0,0,0,1,1
26,1,3,3,94019,48,169,2.60,0,0,0,0,0
50,26,1,2,92780,128,0,0.40,0,0,0,1,0
31,7,1,1,94025,105,331,4.00,0,0,0,1,0
35,9,1,3,93943,40,0,0.90,0,0,0,1,1
63,37,1,2,90095,10,0,0.40,0,0,0,1,0
29,4,1,2,90245,102,303,3.30,0,0,0,0,0
57,32,2,3,94143,31,0,0.10,0,0,0,1,0
30,5,1,4,90245,30,158,0.80,0,0,0,1,0
33,7,3,1,90095,21,0,0.60,0,1,0,0,0
62,36,1,2,92867,44,0,0.30,0,0,0,0,0
35,10,3,1,95060,48,164,2.50,0,0,0,1,0
37,11,2,3,94604,21,0,0.20,0,0,0,1,0
37,11,2,4,90266,84,0,2.20,0,0,0,1,1
35,10,2,3,94306,64,230,0.70,0,0,0,1,0
35,9,1,1,94720,82,138,2.50,0,0,0,0,0
59,35,1,4,95616,39,0,1.30,0,0,0,1,0
53,27,3,2,90405,45,0,0.80,0,0,0,1,1
45,21,3,4,92056,133,0,5.70,1,0,1,1,1
46,22,1,2,90009,152,0,1.40,0,0,0,1,0
40,16,1,1,90033,12,91,1.00,0,1,0,0,0
42,16,1,3,94112,32,149,1.50,0,0,0,1,0
25,1,1,4,94085,74,204,2.60,0,0,0,0,0
39,14,2,2,92037,54,159,1.10,0,0,0,0,1
30,6,2,3,94542,181,0,4.10,1,0,1,1,1
58,33,3,2,90034,75,0,0.00,0,0,0,1,0
41,15,1,3,91101,95,240,0.10,0,1,0,0,0
37,11,2,4,94305,190,565,7.30,1,0,1,1,0
36,11,1,1,94709,90,0,2.80,0,0,0,1,0
27,3,1,4,95616,20,134,1.00,0,0,0,1,1
60,34,3,3,95014,64,0,2.20,0,0,0,0,0
62,36,3,2,90019,85,98,1.70,0,0,0,0,0
67,43,2,4,93711,105,0,1.70,0,0,0,1,0
44,18,1,1,90840,21,0,0.20,0,0,0,1,0
24,-1,2,2,94720,78,0,1.80,0,0,0,0,0
45,21,1,2,94085,158,132,6.67,0,0,0,1,1
58,34,1,1,94720,125,219,4.30,0,0,0,0,0
61,36,2,3,95449,81,0,1.80,0,0,0,1,0
54,29,1,1,93105,183,0,8.10,0,0,0,1,1
28,3,2,4,94550,54,0,0.60,0,0,0,1,0
49,24,3,4,94025,79,212,3.60,0,0,0,1,0
35,11,2,1,91706,38,136,1.50,0,0,0,1,0
36,10,2,4,94704,172,295,1.00,1,0,0,1,0
34,8,1,3,93106,184,0,7.50,1,0,0,0,0
36,11,1,2,95054,158,114,7.80,0,0,0,1,1
35,11,3,1,94596,188,282,0.90,1,0,0,1,0
27,2,3,4,95064,20,0,0.50,0,0,0,1,0
42,18,3,4,92677,60,151,0.20,0,0,0,0,1
65,39,3,4,92096,113,0,2.40,0,0,0,1,0
29,5,1,4,93101,70,0,0.00,0,0,0,1,1
65,41,3,2,95762,84,0,0.00,0,0,0,1,1
59,33,3,2,94002,23,0,0.20,0,0,0,1,0
46,22,1,2,90089,141,0,3.30,0,1,1,1,1
59,33,1,3,90007,110,264,4.40,0,0,0,1,0
52,26,1,4,94923,31,0,1.80,0,0,0,1,1
60,35,1,1,92660,22,80,1.30,0,0,0,0,0
43,17,1,1,95134,91,0,5.20,0,1,0,0,0
65,39,3,4,94131,82,252,2.40,0,0,0,1,0
50,26,1,1,92630,23,0,0.30,0,0,0,0,0
48,23,1,1,93943,35,0,0.10,0,1,0,1,0
49,25,3,1,91380,114,0,2.50,1,0,0,1,0
58,33,2,3,94402,18,0,0.10,0,0,0,1,1
24,-2,3,2,91107,80,238,1.60,0,0,0,0,0
58,32,3,2,95817,74,0,2.30,0,0,0,0,1
45,19,2,4,94590,122,0,4.10,1,0,0,1,0
42,15,2,3,94545,73,0,2.33,0,0,0,0,0
64,40,1,2,96064,40,0,1.10,0,0,0,1,0
49,25,3,4,92103,55,0,0.10,0,0,0,1,0
55,31,2,1,90089,69,0,2.70,0,1,0,0,1
40,14,2,4,90024,92,0,1.40,0,0,0,1,0
28,2,3,4,93943,48,0,2.10,0,0,0,1,1
57,31,3,4,91711,113,327,0.60,1,0,0,1,0
50,25,2,1,93940,58,0,1.30,0,0,0,1,0
40,16,1,2,94025,109,0,2.20,0,0,0,1,0
55,28,2,3,94542,39,0,1.00,0,0,0,1,1
53,29,2,3,94591,33,144,1.90,0,0,0,0,0
48,24,1,4,94304,18,0,0.20,0,0,0,1,1
59,33,1,1,90044,63,0,1.60,0,0,0,1,1
58,32,2,1,92093,43,0,2.80,0,0,0,1,0
38,14,3,4,94022,70,0,2.00,0,0,0,1,0
49,25,3,1,94545,19,0,0.90,0,0,0,0,0
60,36,2,4,94501,39,140,1.30,0,0,0,1,0
54,28,1,3,94720,81,0,0.80,0,0,0,0,0
28,2,3,4,92161,34,0,1.30,0,0,0,0,0
27,1,2,1,91711,140,175,5.90,1,1,1,1,0
42,18,1,1,94305,114,0,0.30,0,0,0,0,0
52,28,3,2,91320,55,151,3.20,0,0,0,0,0
54,30,2,1,95351,21,76,0.10,0,0,0,1,0
56,30,2,4,94022,50,0,2.80,0,1,0,1,0
58,34,1,3,95833,41,0,1.50,0,0,0,1,1
56,32,1,3,90032,190,0,2.20,1,0,1,1,0
64,40,3,2,94110,8,0,0.30,0,0,0,1,0
35,8,2,2,92870,55,0,1.67,0,0,0,1,0
45,20,1,2,91763,40,0,1.30,0,0,0,0,1
57,32,2,3,95616,22,0,0.10,0,0,0,1,0
35,8,2,2,94590,44,0,1.67,0,1,0,0,1
46,22,3,3,95039,102,0,4.50,1,0,0,1,0
30,4,3,4,93033,54,235,1.80,0,0,0,1,0
44,20,2,4,90291,130,0,3.20,1,0,0,0,0
39,12,2,3,94501,75,0,2.33,0,0,0,1,1
42,18,1,2,95929,42,0,1.70,0,0,0,1,0
34,9,1,1,92110,133,0,3.80,0,0,0,1,0
46,20,2,1,92037,40,0,1.20,0,0,0,1,0
55,31,1,3,94305,34,101,1.50,0,0,0,1,0
28,3,1,1,93727,142,0,0.80,0,0,0,1,0
35,10,1,3,94542,64,0,2.30,0,0,1,1,1
60,35,3,2,94720,44,170,1.60,0,0,0,1,0
50,24,1,1,91401,95,262,0.30,0,0,0,1,0
52,26,3,1,90011,49,0,1.40,0,0,0,1,0
51,27,1,2,91007,12,0,0.20,0,0,0,0,0
51,26,3,1,90024,98,0,1.30,0,0,0,1,1
59,35,1,4,91711,42,0,0.40,0,0,0,1,0
53,28,3,2,92152,44,0,0.60,0,0,0,1,1
43,17,1,1,94117,124,0,5.20,0,0,0,0,0
31,6,1,2,95005,175,0,6.70,0,0,0,1,0
32,6,1,4,94061,22,0,0.30,0,0,0,0,0
41,17,1,4,95929,78,99,2.67,0,0,0,1,0
31,4,2,2,91741,54,109,1.00,0,0,0,0,1
41,16,1,1,92407,154,0,7.00,0,0,0,0,1
47,22,2,3,95820,42,0,2.70,0,0,0,1,0
37,13,1,2,91763,195,635,6.50,0,0,0,1,0
53,23,3,1,93023,80,0,3.00,0,0,0,1,1
49,22,2,3,94301,81,0,2.00,0,0,0,1,0
62,36,1,2,94022,89,0,2.00,0,0,0,1,1
33,9,2,3,93943,61,0,2.60,0,0,0,1,0
54,24,3,4,90016,25,0,0.40,0,0,0,0,1
27,3,2,3,90245,43,163,0.10,0,0,0,1,0
60,35,1,1,92606,122,352,2.60,0,0,0,0,0
29,5,1,1,90405,160,385,4.30,0,0,0,1,0
56,32,2,4,91320,83,0,1.60,0,0,0,0,0
55,30,3,2,92182,79,0,0.00,0,0,0,0,0
45,19,2,3,94305,30,0,0.50,0,0,0,1,1
33,9,1,1,94110,145,437,4.30,0,0,0,1,0
45,21,1,2,90024,151,328,3.30,0,0,0,0,0
44,18,3,2,94720,14,98,0.10,0,0,0,0,1
37,11,2,3,95054,19,0,0.20,0,0,0,1,0
42,16,3,1,95820,55,135,0.70,0,0,0,1,0
26,2,3,2,94720,132,0,2.40,1,0,0,0,1
33,8,1,1,94065,182,0,8.60,0,0,0,0,0
61,36,1,3,91330,78,0,0.50,0,0,0,1,1
31,7,2,1,95822,42,0,2.40,0,0,0,1,1
54,29,3,2,95518,44,187,2.30,0,0,0,1,0
62,38,3,4,91125,195,522,5.20,1,0,1,1,1
61,36,2,3,92717,53,0,0.50,0,0,0,1,0
66,41,1,3,92612,65,0,2.40,0,0,0,0,0
38,12,1,4,94305,43,0,0.20,0,0,0,0,0
55,29,3,4,90035,38,0,1.50,0,0,0,0,1
60,36,3,1,95741,50,0,1.80,0,0,0,1,0
23,-2,2,2,91711,81,0,1.80,0,0,0,0,0
29,3,3,1,94588,41,0,1.90,0,0,0,1,1
35,10,1,3,93943,73,0,2.30,0,0,0,1,0
53,27,3,2,91605,31,104,0.40,0,0,0,0,1
32,7,2,3,91320,84,0,0.60,0,0,0,1,1
38,14,1,2,94109,95,0,1.90,0,0,0,1,1
44,18,1,4,90840,162,301,1.30,1,0,0,0,0
43,18,3,2,95039,60,115,2.20,0,0,0,0,0
54,30,3,2,95039,121,0,1.10,1,1,0,0,0
52,25,2,3,91380,43,165,1.00,0,0,1,1,1
31,7,2,1,92182,38,182,1.80,0,0,1,1,1
47,22,1,1,92084,82,276,2.90,0,0,0,1,0
